status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,contact_linkedin,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned
,"Bay Design Build | Kitchen & Home Renovation Toronto","1235 Bay St. Unit 700, Toronto, ON M5R 3K4, Canada",http://baydesignbuild.ca,16476765952,info@baydesignbuild.ca,,,,,,,5,21,,,,,8,,9,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/baydesignbuild,,https://www.linkedin.com/in/baydesignbuild?utm_source=profile&utm_medium=ios_app,https://www.youtube.com/@BAYDESIGNBUILD/shorts,https://www.instagram.com/baydesignbuild/,"General contractor",google,1,0,0
New,"Barz Renovate","North York, ON M2N 0C1, North York, ON M2N 0C1, Canada",http://barzrenovate.com,4378487575,info@barzrenovate.com,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/barzrenovate,,,,http://instagram.com/barz_renovate,"General Contractors,Handwerker",yelp,1,0,0
,"Atlantis Home Renovations Inc","97 Helena Ave, Toronto, ON M6G 2H3, Canada",http://atlantisonline.ca,16472852684,quotes@atlantisonline.ca,,,,,,,5,4,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/AtlantisPaintingandRenovationServices,,https://ca.linkedin.com/company/atlantis-painting-and-renovation-services,,,"Interior construction contractor",google,1,0,0
,"Ashton Renovations","14 Black Willoway, North York, ON M2J 2K8, Canada",http://ashtonrenovations.com,14168033324,info@ashton.ca,,,,,,,4.7,54,,,,,118,,117,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/ashtonrenov/,,,https://www.youtube.com/user/TorontoRenovators,https://www.instagram.com/ashtonrenovations/,"General contractor",google,1,0,0
,"Artisan Renovations",,http://artisanrenovations.ca/,14163648222,,,,,,,,5,1,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,Contractor,google,1,0,0
,"Alpha Renovation","1285 St Clair Ave W, Toronto, ON M6E 1B8, Canada",http://alpharenovation.ca,14165777634,info@alpharenovation.ca,,,,,,,5,34,,,,,53,,53,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/alpharenovation/,,,,https://www.instagram.com/alpharenovation/,"Construction company",google,1,0,0
,"ALBO Renovations","27 Cannon Rd #2, Etobicoke, ON M8Y 1R8, Canada",http://alboreno.com,14169099966,info@alboreno.com,,,,,,,4.9,52,,,,,649,,652,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/ALBORenovations/,,,,https://www.instagram.com/alborenovations/,"General contractor",google,1,0,0
,"Ahoora Home Renovation | Basement Renovation Toronto","8131 Yonge St Ste 207 b, Thornhill, ON L3T 2C6, Canada",http://ahoorahomes.com,14372131526,info@ahoorahomes.com,,,,,,,5,37,,,,,734,,732,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/ahoora.khanzadeh.3/,,,,https://www.instagram.com/ahoora.ca,"General contractor",google,1,0,0
,"Acon Renovations","103 The Queensway, Toronto, ON M6S 5B3, Canada",http://aconreno.com,16472914696,info@aconreno.com,,,,,,,4.9,76,,,,,,,,1,0,0,0,0,0,0,1,1,1,,https://twitter.com/share?url=https%3A%2F%2Fwww.aconreno.com%2Fhome-renovation-amid-a-new-normal%2F&text=Home+renovation+amid+%E2%80%9Ca+new+normal%E2%80%9D,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.aconreno.com%2Fhome-renovation-amid-a-new-normal%2F&title=Home+renovation+amid+%E2%80%9Ca+new+normal%E2%80%9D,https://www.youtube.com/channel/UCtHgbi6hpNu8LGDWCog6V-Q,https://www.instagram.com/aconrenovations/,"Construction company",google,1,0,0
,"416 Handyman Toronto","215 Fort York Blvd, Toronto, ON M5V 4A2, Canada",http://416handymantoronto.com,16478352071,ken@416handymantoronto.com,,,,,,,4.9,72,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"123 Remodeling","3080 Yonge St Ste 6060, Toronto, ON M4N 3N1, Canada",http://123remodeling.ca,16474961123,sales@123remodeling.ca,,,,,,,5,10,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,Remodeler,google,1,0,0
,"Square&Circle Renovation Inc.","32 Hood Cres, Scarborough, ON M1W 3C1",,6474390952,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,https://www.linkedin.com/company/gyi,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"Mikes Home repair & Renovations","11-20349 Ave 88, ON",,8074661472,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"Home Renovations & Repairs","39 Sorlyn Ave, North York, ON M6L 1H7",,4165653040,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General Contractors",yellowpages-ca,,0,0
New,"Home Restoration & General Repairs","ON Z6Z 6Z6",,4162700813,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"Craig Home Renovations & Repairs",,,5199935217,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"NMG Home Repairs & Renovations",,,5199190406,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"M&H Home Renovations and Repairs",,,6478931614,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"ME Home Renovation and Repair Services","Toronto, ON M1E 3Y6, Toronto, ON M1E 3Y6, Canada",,9059992442,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General Contractors,Handwerker",yelp,,0,0
New,"Bill's Ingersoll Home Repairs & Renovations",,,5193170101,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"Fix My Home Renovations",,,12899889711,,,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,,0,0
New,"Home Improvement and Repair in Hamilton",,,2897950916,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
New,"City Pro Renovation","Toronto, ON M6B 1J7, Toronto, ON M6B 1J7, Canada",,4165285030,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General Contractors,Raumausstattung & Innenarchitektur",yelp,,0,0
New,"home pro repair renovation",,,4166585533,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General Contractors",yellowpages-ca,,0,0
New,"Escobar Home Repairs and Renovations","Toronto, ON M4P 4E0, Toronto, ON M4P 4E0, Canada",,6472295606,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General Contractors",yelp,,0,0
New,"renoMARIS Home Improvements","Guelph, ON N1G 3A5, Guelph, ON N1G 3A5, Canada",,5198034505,,,,,,,,,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Handwerker,General Contractors",yelp,,0,0
New,"Min Renovation Home","Toronto, ON M3M 1P2, Toronto, ON M3M 1P2, Canada",,4372175880,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Bilderrahmen,Maler,Trockenbau",yelp,,0,0
New,"A Point Renovation Company 專業家居装修",,,16474476284,,,,,,,,5,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,,0,0
New,"Nightfall Renovations and Epoxy Flooring","302 Bay St., Toronto, ON M5H 0B6, Canada",,14373316757,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Flooring contractor",google,,0,0
New,"Affordable Luxury INC.",,,16478346060,,,,,,,,5,27,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,,0,0
,"NMC Home Renovation",,,16475106534,,,,,,,,5,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,,0,0
,"A-Z Toronto Home Repair And Renovation Team","14-135 Tecumseth St, Toronto, ON M6J 2H2",,6478123243,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
,"Royal home renovation",,,14162744041,,,,,,,,1,4,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,,0,0
,"TruForce LTD.","55 Charles St E #1607, Toronto, ON M4Y 0J1, Canada",,16479936723,info@truforce.ca,,,,,,,5,26,,,,,,,,1,1,1,0,0,0,0,1,1,0,,,,,,"Water damage restoration service",google,,0,0
,"Kitchen Renovation Toronto","600 Bay St. #402, Toronto, ON M5G 1M6, Canada",,16478125319,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Kitchen remodeler",google,,0,0
,"PSY Renovations & Installations Ltd.",,,16479628028,,,,,,,,5,103,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,,0,0
,"Kevin Selle Home Repair",,,5193361057,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
,"Super One Andy Renovation","Toronto, ON M6C 1B4, Toronto, ON M6C 1B4, Canada",,6477869999,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Möbel-Wiederaufarbeitung,Handwerker,General Contractors",yelp,,0,0
,"5 ⭐️Renovation",,,16478672267,,,,,,,,5,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home builder",google,,0,0
,"Handyman Home Repair And Renovation","58 Turnbull Rd, Dundas, ON L9H 3W7",,4165225287,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations,Home Maintenance & Repair",yellowpages-ca,,0,0
,"All Home Repairs & Renovations and Designs",,,6132934104,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
,"TS Renovation",,,16477027241,,,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,,0,0
,"Handyman Home Services and Repair",,,6473003644,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
,"Blaze Home Renovations",,,16476955687,info@blazerenovations.ca,,,,,,,5,47,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Kitchen remodeler",google,,0,0
,"ROHR Home Renovation",,,16477633335,,,,,,,,5,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,,0,0
,"Custom Home Renovation",,,14167864633,drdavidbryant@gmail.com,,,,,,,1,1,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/customhome.renovation/?e=58702b5e-9657-4a89-af6b-938a92993d48&g=5,"Bathroom remodeler",google,,0,0
,"Dream Home Renovators",,,14168959861,,,,,,,,5,21,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,,0,0
,"Built 2 Last","4 Deer Park Crescent, Toronto, ON M4V 2C3, Canada",,4165786104,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General Contractors,Fußbodenbeläge,Schreiner, Tischler & Zimmerer",yelp,,0,0
,"Affordable Home Renovations and Repairs",,,4169074895,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
,"Northshore Home Services And Repairs","1811-600 Greenfield Ave, Kitchener, ON N2C 2J9",,4164716248,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,,0,0
